epoch,lr,train time
0,0.0010000000474974513,0:04:18.777916
1,0.0010000000474974513,0:03:58.850938
2,0.0010000000474974513,0:03:56.277072
3,0.0010000000474974513,0:03:59.466031
4,0.0010000000474974513,0:03:57.876224
5,0.0010000000474974513,0:03:58.333679
6,0.0010000000474974513,0:03:55.685458
7,0.0010000000474974513,0:03:58.216399
8,0.0010000000474974513,0:03:58.633450
9,0.0010000000474974513,0:03:59.430918
10,0.0010000000474974513,0:03:58.558575
11,0.0010000000474974513,0:03:59.025526
12,0.0010000000474974513,0:03:58.958418
13,0.0010000000474974513,0:03:58.525440
14,0.0010000000474974513,0:03:57.242260
15,0.0010000000474974513,0:03:58.625815
16,0.0010000000474974513,0:03:58.793874
17,0.0010000000474974513,0:03:59.710263
18,0.0010000000474974513,0:03:55.315168
19,0.0010000000474974513,0:03:59.919896
20,0.0010000000474974513,0:03:58.980543
21,0.0010000000474974513,0:03:57.521805
22,0.0010000000474974513,0:03:56.566537
23,0.0010000000474974513,0:03:57.553465
24,0.0010000000474974513,0:03:58.659848
25,0.0010000000474974513,0:03:58.649691
26,0.0010000000474974513,0:03:57.681684
27,0.0010000000474974513,0:03:58.175740
28,0.0010000000474974513,0:03:59.265677
29,0.0010000000474974513,0:03:59.628424
30,0.0010000000474974513,0:03:55.937432
31,0.0010000000474974513,0:03:57.079999
32,0.0010000000474974513,0:03:59.399640
33,0.0010000000474974513,0:03:58.433156
34,0.0010000000474974513,0:03:58.339649
35,0.0010000000474974513,0:03:58.155772
36,0.0010000000474974513,0:03:56.770555
37,0.0010000000474974513,0:03:58.068424
38,0.0010000000474974513,0:03:57.096242
39,0.0010000000474974513,0:04:00.986554
40,0.0010000000474974513,0:03:58.534579
41,0.0010000000474974513,0:03:57.783161
42,0.0010000000474974513,0:03:55.762697
43,0.0010000000474974513,0:03:58.760921
44,0.0010000000474974513,0:03:57.772598
45,0.0010000000474974513,0:03:58.040821
46,0.0010000000474974513,0:03:56.614454
47,0.0010000000474974513,0:04:00.194258
48,0.0010000000474974513,0:04:00.039389
49,0.0010000000474974513,0:04:00.974924
50,0.0010000000474974513,0:03:57.848101
51,0.0010000000474974513,0:03:56.866172
52,0.0010000000474974513,0:03:58.188305
53,0.0010000000474974513,0:03:59.029205
54,0.0010000000474974513,0:03:59.850996
55,0.0010000000474974513,0:03:58.692972
56,0.0010000000474974513,0:03:59.255691
57,0.0010000000474974513,0:03:59.442697
58,0.0010000000474974513,0:03:57.057686
59,0.0010000000474974513,0:03:58.397008
60,0.0010000000474974513,0:03:56.767619
61,0.0010000000474974513,0:03:57.875162
62,0.0010000000474974513,0:03:56.721979
63,0.0010000000474974513,0:03:58.880586
64,0.0010000000474974513,0:03:59.155572
65,0.0010000000474974513,0:03:59.145851
66,0.0010000000474974513,0:03:55.117447
67,0.0010000000474974513,0:03:57.649808
68,0.0010000000474974513,0:03:59.658947
69,0.0010000000474974513,0:03:59.227667
