,ssim
270,0.8896557174219439
271,0.658460594039714
272,0.9938811136714621
273,0.9763464043318079
274,0.7689335209880247
275,0.9088477348078912
276,0.7225623658847363
277,0.7142178420483427
278,0.6485782544077244
279,0.8617152071527877
280,0.8574846116898435
281,0.48859422144360515
282,0.8329646393937994
283,0.6526021023400431
284,0.8036687170133364
285,0.7897272900058144
286,0.876246853639338
287,0.7705655029501873
288,0.6572705933085105
289,0.7853833139491736
290,0.814803797275052
291,0.5335076322306683
292,0.682612564959908
293,0.7587712524308912
294,0.9438333824310883
295,0.6260776267786975
296,0.7902537507269353
297,0.7289927197731547
298,0.6645646124539857
299,0.823317758778046
300,0.6355486219839527
301,0.5710066008906257
302,0.7679964762623531
303,0.7470873757142779
304,0.7219916963496348
305,0.4471490636502191
306,0.7216421976676726
307,0.7686143875792215
308,0.7322306712004294
309,0.7911828483423067
310,0.6801504354545211
311,0.8403377570906406
312,0.569467175309994
313,0.703072422931946
314,0.7757560258463739
315,0.5785244333673628
316,0.8584066360793572
317,0.7035385780071556
318,0.7507264313871943
319,0.9624708674722887
320,0.7382535536497769
321,0.852244028010421
322,0.8020299895152757
323,0.8235436230771006
324,0.8965491162202069
325,0.8882619079293015
326,0.7451024342382745
327,0.6023826040865623
328,0.5635025373078766
329,0.6616120696675968
330,0.6918968091110905
331,0.6687407852518716
332,0.6161214610345446
333,0.6078872816872575
334,0.6401703491534215
335,0.6970122946191656
336,0.5828213058660842
337,0.735346801869209
338,0.9520842760840665
339,0.5695212607092193
340,0.6988780505402602
341,0.7484500276404934
342,0.8370054245746467
343,0.8915730841350914
344,0.9827572407687093
345,0.9799115639203745
346,0.7371753820404026
347,0.9591546443428801
348,0.8042053842542294
349,0.8523483092662346
350,0.6351867232982759
351,0.6316621054612405
352,0.5932773724868432
353,0.6195649830474778
354,0.817681111603424
355,0.7264052441981823
356,0.7327749046078532
357,0.583343334587049
358,0.6916117765996049
359,0.7873645850413515
360,0.7907623198272723
361,0.8354588492164777
362,0.6267384097087402
363,0.6050840056900021
364,0.6431946725978026
365,0.6524710786796515
366,0.7822857842870224
367,0.5508205710032114
368,0.8882147273148111
369,0.7433688114667971
370,0.8634129389562641
371,0.9118657740643205
372,0.6872242796573467
373,0.7131001006813618
374,0.699416669015357
375,0.8004822723089419
376,0.5728854198709713
377,0.7498865079319562
378,0.752487978701993
379,0.6741013508623442
380,0.7776583168987022
381,0.7644070984431496
382,0.7144024893688611
383,0.8120975028494749
384,0.8924627070155556
385,0.8891973519848179
386,0.8396974246545126
387,0.6869799069677286
388,0.9506609353905656
389,0.8996585372143425
390,0.8223723913541491
391,0.8143574555217299
392,0.7534804646227647
393,0.881427910453823
394,0.8100267494048176
395,0.7883205112289365
396,0.704072618737476
397,0.5976692916216937
398,0.6687246958770686
399,0.8751801130898965
400,0.76682065751526
401,0.6988511961292597
402,0.5732566548062319
403,0.5418065347469919
404,0.711585845450681
405,0.4899050069523004
406,0.7358447822676425
407,0.7177977896632256
408,0.4634887476018004
409,0.6626642097832716
410,0.7037193976505539
411,0.8417242571657851
412,0.5291082322945074
413,0.5480528966422598
414,0.8063682349603752
415,0.8642386957310677
416,0.7017070401832616
417,0.7016663914417598
418,0.7803716706422351
419,0.6903607586138704
420,0.8025358582410002
421,0.6282336473087827
422,0.6410985315645622
423,0.515553137717898
424,0.45310458005087284
425,0.5877033522750251
426,0.6960915999752855
427,0.6868551889801578
428,0.8512234516549998
429,0.6822001483935111
430,0.9570019154610319
431,0.9721838683835164
432,0.8692056605073838
433,0.908941065357575
434,0.6498532004913106
435,0.7430290589336863
436,0.7773430680140456
437,0.7810962608191359
438,0.6309478223618864
439,0.7444696560295686
440,0.8314758002261419
441,0.8682252393389313
442,0.5987883984617196
443,0.5623468538013144
444,0.7380113636148099
445,0.8651727098549151
446,0.4279989797180865
447,0.7365748529482229
448,0.7874784350879113
449,0.7480644440707737
450,0.6166032537535072
451,0.7349163792573865
452,0.9399229167308737
453,0.6823852278687976
454,0.918104843381513
455,0.806271381760768
456,0.9693687163758952
457,0.8525987148525712
458,0.7964097397825579
459,0.7585081537132075
460,0.43736953069714857
461,0.6778437874613604
462,0.7493917996822858
463,0.8212450150159717
464,0.5534386788283489
465,0.6654738304441307
466,0.7603372025003942
467,0.5858146803503084
468,0.5057749842551642
469,0.5847907069196742
470,0.7901963507005437
471,0.778615806816669
472,0.6888696089356049
473,0.6386484415087884
474,0.6977619023075615
475,0.6538886769063565
476,0.6819293844411579
477,0.6852872037442693
478,0.6353646341222522
479,0.5917889714640255
480,0.8914926420728313
481,0.7730396721224255
482,0.8166875791517372
483,0.8575557779986419
484,0.7009730825119901
485,0.4753215395693831
486,0.8473165174999981
487,0.8701899493287536
488,0.8172980201515241
489,0.6277038184519019
490,0.5527091689437136
491,0.44575298219417864
492,0.5043268104518049
493,0.3425217778481615
494,0.5087672500943213
495,0.8070750106115571
496,0.6189287087839096
497,0.5944917381190628
498,0.5352016066041285
499,0.5327923310049053
500,0.8340757468387604
501,0.6800611316343789
502,0.570144848516757
503,0.8613141827597963
504,0.8681596916534738
505,0.7784973127651881
506,0.6471437804016468
507,0.6616080325802279
508,0.6088281072653263
509,0.36999461826842395
510,0.4956620393210313
511,0.7010934326158577
512,0.7882784006512932
513,0.7634822469945816
514,0.5245556386289868
515,0.8024108194774563
516,0.831776755677112
517,0.5066526653215968
518,0.9028241897165717
519,0.9279194753308739
520,0.8304475916603261
521,0.34616728482955517
522,0.6767584978296198
523,0.8038107483320663
524,0.8294404753222802
525,0.6801465442279987
526,0.712465919406386
527,0.7524680425492724
528,0.7544767871826478
529,0.8055154367203108
530,0.740295096693442
531,0.8331028652989035
532,0.57571388404915
533,0.6062399639893448
534,0.5162184249599342
535,0.8674202565943329
536,0.4745911928712046
537,0.46561048526831056
538,0.8033199879571277
539,0.6875280866410157
540,0.2511112612147573
541,0.4973118620031856
542,0.7556504262724083
543,0.5891439168887767
544,0.7830414584159247
545,0.5923764115396515
546,0.6915976059246888
547,0.2918059557969422
548,0.7446359909173402
549,0.8033282292007434
550,0.7675457227148135
551,0.8289367682412534
552,0.9428795922928467
553,0.9784910274012905
554,0.3971728915707114
555,0.7360350947717899
556,0.6512052430004074
557,0.8391150758899589
558,0.7715263553000988
559,0.6954394781073949
560,0.635415341515703
561,0.7564975008343587
562,0.38569729228844124
563,0.8012917533154891
564,0.8168728798500012
565,0.6897748351292899
566,0.45269651920352544
567,0.7417080187167255
568,0.6620651138711217
569,0.8150603010126346
570,0.9223424337503476
571,0.9151000488023854
572,0.5348505469919392
573,0.8512629612746475
574,0.9137111715893856
575,0.8479621782818393
576,0.9268489017351307
577,0.8501493535743974
578,0.8309609424324019
579,0.6765326219837041
580,0.5710430385384265
581,0.6767986818015558
582,0.7277991618739327
583,0.6454400899594731
584,0.7503328197092546
585,0.5961266839850546
586,0.5692878653726624
587,0.7311935064849665
588,0.6598704795772706
589,0.5353479020633939
590,0.6738740411284221
591,0.8557689275137771
592,0.4155157806168572
593,0.6648609515621381
594,0.4213994070766545
595,0.3979150755555049
596,0.8341163529297075
597,0.4134787076853614
598,0.39289778805387104
599,0.7329868391389013
600,0.5162844209046855
601,0.48309517104676497
602,0.64806495956067
603,0.6319442209611944
604,0.5840821466852776
605,0.5008165157362874
606,0.6203477557282943
607,0.649476123358521
608,0.36094982253733227
609,0.39289778483148896
610,0.42407735580071
611,0.46249573259707005
612,0.34047468253184193
613,0.5503590248183355
614,0.37959316069646915
615,0.4037493631435667
616,0.4633541363664729
617,0.3803364108181182
618,0.3440074180338763
619,0.3905640363257821
620,0.35848676144391595
621,0.38309962729167624
622,0.5008694459023141
623,0.6584065010210994
624,0.45884064554463794
625,0.32289898842655695
626,0.38306019084537435
627,0.4323932481497101
628,0.38172404845149305
629,0.27462474706374884
630,0.4809000624379873
631,0.5848582579575883
632,0.49567175994903373
633,0.6411625786937564
634,0.3407138149089017
635,0.31133408366178267
636,0.34319810550966406
637,0.2696026305075203
638,0.43181673288321304
639,0.4616336037361258
640,0.6286624555770772
641,0.6651420942897367
642,0.7024988523730128
643,0.5505553523864412
644,0.6520497212196356
645,0.699969372734182
646,0.9400206729352226
647,0.8889522935331676
648,0.8864855702243958
649,0.880965336914159
650,0.945534276698463
651,0.8811460301634071
652,0.5321779128883948
653,0.5549728878474797
654,0.551833462730977
655,0.4702079300300139
656,0.5792125167049856
657,0.5865904522472762
658,0.6267539615607522
659,0.5181015946740426
660,0.6844625492380177
661,0.8172483648137838
662,0.7424183521200122
663,0.6690744689157264
664,0.9277186334963233
665,0.9138643024401812
666,0.9295366357718229
667,0.8612683435919926
668,0.6090277943723366
669,0.6567476682030672
670,0.46233250715529545
671,0.5463427251291378
672,0.6811765178204062
673,0.8650940906807502
674,0.6094289422902773
675,0.5359378682483471
676,0.3891770847006888
677,0.6837571950134264
678,0.5559269925044884
679,0.6205293451199385
680,0.6764639896650501
681,0.6093165072747345
682,0.8041253885197808
683,0.7078576206251865
684,0.7659537234120769
685,0.7142073642497669
686,0.8155886264793528
687,0.8454689903868472
688,0.8519095953216693
689,0.8580492448558221
690,0.7089632566580898
691,0.7081388664171276
692,0.5614211850628029
693,0.39719549688799693
694,0.48430926138708735
695,0.782142932553359
696,0.7832508059057703
697,0.8032417426894393
698,0.4368427263768621
699,0.47552125497511594
700,0.47159737415487274
701,0.7339048094201933
702,0.9145136140598135
703,0.7791406816077912
704,0.569194305735588
705,0.5638033573942504
706,0.5422939754149154
707,0.8634097197817024
708,0.7791298000889991
709,0.7352395660009096
710,0.6730409746864451
711,0.3507320927015886
712,0.7574345490628853
713,0.7683872780420421
714,0.6294466965757898
715,0.6847878965057234
716,0.9093344333593579
717,0.9271759140423228
718,0.3362440099851948
719,0.4155958837209983
720,0.41627485626945865
721,0.48988594116000234
722,0.40312034803544855
723,0.5138514059426913
724,0.5252398851643862
725,0.5466669781871617
726,0.7294118274527461
727,0.8998424979885041
728,0.5616229568366923
729,0.6220343674911025
730,0.400208489304039
731,0.4576411759216437
732,0.6439806368563645
733,0.5441287467301178
734,0.3418320492058744
735,0.44360220657936306
736,0.6839006805504496
737,0.6989368255390764
738,0.4451055479132085
739,0.5433969118265978
740,0.45751710943499035
741,0.5492183793426322
742,0.6295093211459738
743,0.6467099002186506
744,0.5358314294809919
745,0.6223630958232694
746,0.8910000697668735
747,0.8510716567395309
748,0.8486222680806694
749,0.614691450701776
750,0.8371285621411663
751,0.6785562738138856
752,0.826582608506165
753,0.6901374208840277
754,0.5956571103750845
755,0.6440085957905041
756,0.48395840493953957
757,0.6156514032911921
758,0.754764555020869
759,0.6526650963577484
760,0.42934491769464794
761,0.3863452110206252
762,0.545594086768998
763,0.5902317950454048
764,0.7374303541655681
765,0.606972572787286
766,0.6957445964665228
767,0.6228962060292366
768,0.4785505957046821
769,0.5820838668783646
770,0.48737669585709203
771,0.41327854720676144
772,0.47961592747053444
773,0.40966050025665696
774,0.8624204515275213
775,0.8074789326672197
776,0.6535473671859194
777,0.7074084780212605
778,0.8944002737680249
779,0.8284449583434474
780,0.45353333768114296
781,0.472136829761709
782,0.7166510912147532
783,0.5208511122753215
784,0.679517649525903
785,0.8401184259573813
786,0.8560951958669457
787,0.7734017521511781
788,0.4727320481828165
789,0.44268198507392825
790,0.5500038355807139
791,0.5224534555321658
792,0.493318834468996
793,0.5653074682751429
794,0.5921545255141202
795,0.5303110700327739
796,0.5663896400775644
797,0.5530189107173044
798,0.46758567581915433
799,0.528610052925865
800,0.6249703939962262
801,0.8115019887859991
802,0.9145434686320678
803,0.740237425678477
804,0.6370368700598781
805,0.959512898802526
806,0.8782547989718993
807,0.9146017998449344
808,0.7192577467064233
809,0.862513677236726
810,0.8828773182469435
811,0.8417475673218836
812,0.7925451162335535
813,0.6992377954063289
814,0.7351699496623304
815,0.8296780490827919
816,0.750170929763358
817,0.8304671685851668
818,0.924999930343232
819,0.9157193079195173
820,0.7403156275126245
821,0.908204562106099
822,0.7402390037179759
823,0.87728329103057
824,0.8761032185038585
825,0.892563224511524
826,0.842605593512613
827,0.8984743475422134
828,0.7802039460201112
829,0.8372199151374714
830,0.8428160778575551
831,0.8905454659868209
832,0.9319660934817846
833,0.7856254609069128
834,0.7466504830139765
835,0.7227642750707312
836,0.9418254981292091
837,0.8422447612111431
838,0.9540478705986305
839,0.9090921884505064
840,0.966923674056647
841,0.8879784594537754
842,0.9534790134039186
843,0.925794465280493
844,0.8443843904239507
845,0.7914980352418736
846,0.9490189659604346
847,0.9349828355737437
848,0.9280554603714887
849,0.7444849877809886
850,0.9678820526054174
851,0.8969464107545827
852,0.9194652996941635
853,0.7510187544842201
854,0.8925119079135969
855,0.9184436111604212
856,0.8573328985916261
857,0.9755247474730667
858,0.9803418331175614
859,0.9080178955883889
860,0.8626437792526308
861,0.9724216041355662
862,0.8632268659018045
863,0.9862646443512372
864,0.9351297004421402
865,0.918683090307774
866,0.9565082174685177
867,0.95866775079222
868,0.9168381292900439
869,0.9007310629158178
870,0.9132972255171955
871,0.9798693309208142
872,0.9832401924089446
873,0.9777874684781892
874,0.9701157145102418
875,0.9792535708549931
876,0.9932448633867876
877,0.9923031957651544
878,0.9897103361404852
879,0.9914768035223237
880,0.9896564950039902
881,0.9906833469369912
882,0.9735826992303312
883,0.9406539610611917
884,0.9569346436887537
885,0.9127498904072363
886,0.9434419371269426
887,0.8886190328250548
888,0.8585966599488736
889,0.8923752376390978
890,0.9365607089726039
891,0.9429728050747951
892,0.8363026955590568
893,0.8379208664688361
894,0.7881088269960083
895,0.9647318803395278
896,0.8160365049270087
897,0.8191382902196312
898,0.8734263843961084
899,0.9309024823803315
900,0.7681448049880023
901,0.9388590021535267
902,0.8067447086589207
903,0.7481412043343054
904,0.8756983968627573
905,0.8834939109690584
906,0.7766433159804835
907,0.8346413417263371
908,0.8131003892627441
909,0.77685267803931
910,0.9189884230771009
911,0.7941725072426328
912,0.9608081579761771
913,0.9770830726619781
914,0.9401345431053807
915,0.9696199276246356
916,0.9834297824629002
917,0.9170275002680751
918,0.9788060804292641
919,0.9627222638843705
920,0.9451736943389853
921,0.9541792988925532
922,0.9619103210343343
923,0.9844869632618298
924,0.9266167272575404
925,0.9107785420673536
926,0.9208048831631525
927,0.9411011914368451
928,0.9446493365687116
929,0.9397919928177418
930,0.9490961634885294
931,0.966836454084301
932,0.8310591603447547
933,0.8436653664389538
934,0.9286795187789506
935,0.9119838525005352
936,0.9655488192728955
937,0.9576199995072128
938,0.9510710008720463
939,0.9547400161255842
940,0.9360816482844103
941,0.9186279253739408
942,0.8740311858384158
943,0.9154707630274683
944,0.8642427638010705
945,0.8747650444980076
946,0.8855616138931502
947,0.9046361257336676
948,0.8957874997948118
949,0.7676167434294157
950,0.7814921037408199
951,0.745754437278422
952,0.8814105676766829
953,0.8965623701717226
954,0.7670185064374802
955,0.8580956317402814
956,0.7604467598147574
957,0.7860985172256493
958,0.9251519042731725
959,0.8235143723565993
960,0.78263329207466
961,0.8131012681505028
962,0.8980639092785226
963,0.8663629322814898
964,0.8022339323675172
965,0.840011218801084
966,0.7243828973585941
967,0.8255073382826423
968,0.8507185075017872
969,0.833685530487316
970,0.8171492250432695
971,0.7890089250447049
972,0.8072261390130221
973,0.798989246074807
974,0.8877749133848725
975,0.869674746915375
976,0.8735699584187424
977,0.8244577010792372
978,0.8835701613612065
979,0.8300962788665832
980,0.898824018489556
981,0.8505044899560433
982,0.9408360723416443
983,0.7967595968306918
984,0.8394805913448047
985,0.8861684763842859
986,0.7678533742213256
987,0.85360868348911
988,0.8237612806631075
989,0.8395816972051634
990,0.8147104920875897
991,0.838751242653505
992,0.8654337083235882
993,0.8744723978643457
994,0.9222303549125948
995,0.9148386575962738
996,0.7395760353116455
997,0.8776140536734659
998,0.8811505983682828
999,0.8150798488080934
1000,0.8654497582886576
1001,0.8040065841181642
1002,0.746689999315441
1003,0.7073494322135967
1004,0.4780142687192152
1005,0.7457333028490426
1006,0.6430384701432977
1007,0.5168262207033979
1008,0.4579493769545843
1009,0.6347916411719665
1010,0.6878972988154951
1011,0.6709973490598494
1012,0.9396207627546866
1013,0.6951235780726198
1014,0.9315993071544778
1015,0.7529876512556322
1016,0.8290610369029178
1017,0.6766241133134963
1018,0.46204459454868574
1019,0.7584130043076951
1020,0.7968953726089757
1021,0.5196441142615887
1022,0.4654833952303061
1023,0.7824568041845525
1024,0.8159721927236846
1025,0.7714853586425708
1026,0.8922000610663011
1027,0.9212975675166254
1028,0.8902785809108114
1029,0.8804278144200312
1030,0.9304092495097799
1031,0.6157315155863267
1032,0.6880303092664785
1033,0.6333356517949625
1034,0.5652821197963301
1035,0.6392910234486944
1036,0.8520539022332314
1037,0.7540540951489906
1038,0.8527604742041298
1039,0.812806534866779
1040,0.7890253194618492
1041,0.733973360742735
1042,0.8090887241175632
1043,0.7777233737743957
1044,0.8095256247372467
1045,0.9043749196973626
1046,0.9381785277738087
1047,0.9650957608580873
1048,0.8523477619559566
1049,0.9397459396137492
1050,0.7766400990989473
1051,0.8022586425393253
1052,0.854616938537906
1053,0.9223616815552128
1054,0.9108331457800767
1055,0.90710031859511
1056,0.9517298443768124
1057,0.937812633495846
1058,0.8298549357697524
1059,0.7010086494599994
1060,0.7935347664489537
1061,0.8561627879447742
1062,0.7414584348354083
1063,0.7117216114523096
1064,0.9056407988170497
1065,0.8616573046000431
1066,0.9761041218532931
1067,0.9091558302056034
1068,0.8607648099059539
1069,0.8526738470815153
1070,0.8539101753575395
1071,0.8569027630477061
1072,0.6395157543996591
1073,0.7206975756605786
1074,0.673244816180969
1075,0.8155059297076575
1076,0.7648037829695484
1077,0.794453463920694
1078,0.6515263631113463
1079,0.8131809012026583
1080,0.8222060079997272
1081,0.9735401443235928
1082,0.7123978851940094
1083,0.7249174658645314
1084,0.5437558307467497
1085,0.739775906927405
1086,0.5516720339405656
1087,0.5392035312828888
1088,0.7560206085747129
1089,0.8192689351318333
1090,0.8028426100748062
1091,0.8038472135403881
1092,0.7371484176723969
1093,0.602256243496052
1094,0.8109189154325772
1095,0.6144815629985029
1096,0.6793277660704394
1097,0.8549414228472796
1098,0.7706091548098107
1099,0.7475839067162663
1100,0.6026663696747666
1101,0.8287306168714942
1102,0.9589547231106997
1103,0.9032413426123336
1104,0.9472313020493691
1105,0.8179925050059258
1106,0.6919960263163617
1107,0.6829874131814134
1108,0.6246823226528497
1109,0.6414726449170809
1110,0.909126035642838
1111,0.8634119574839225
1112,0.7166827400086744
1113,0.44617529497903724
1114,0.8749283892446081
1115,0.6068653832051227
1116,0.9110569348765054
1117,0.962960739015323
1118,0.4255138064632085
1119,0.5225340918955451
1120,0.7290398747652237
1121,0.43848007459875227
1122,0.3889258865403724
1123,0.42826420365931533
1124,0.8923803799419662
1125,0.8019330806742578
1126,0.7863713766065
1127,0.7220983473958116
1128,0.8643184430723654
1129,0.59144979693305
1130,0.9612799750037797
1131,0.9194219473001982
1132,0.9565866190737099
1133,0.9671300174087719
1134,0.7874738363989756
1135,0.7748531077064843
1136,0.8662731107827485
1137,0.9679109220427359
1138,0.608277298137145
1139,0.611572722022815
1140,0.4726170672276388
1141,0.3365287496689778
1142,0.517607294765749
1143,0.38764572902693706
1144,0.5912553994370845
1145,0.6457865493767867
1146,0.6627567561789172
1147,0.5436611171253393
1148,0.45337906109187115
1149,0.4323721958228211
1150,0.4764977186426411
1151,0.6388839601926343
1152,0.6943547157969742
1153,0.6174017484473094
1154,0.491214607045319
1155,0.5816078481195265
1156,0.7399702091541509
1157,0.8125693494975129
1158,0.6197403538451381
1159,0.6868725740421033
1160,0.5979284772696026
1161,0.43854938327903703
1162,0.6086711455484592
1163,0.5333534013365565
1164,0.5253113015974678
1165,0.5457136714642653
1166,0.9012176319174436
1167,0.8957566325901931
1168,0.9356065078116078
1169,0.6591384799236879
1170,0.6410298300495372
1171,0.6578235735428554
1172,0.6921518593472773
1173,0.472730679386385
1174,0.5202902080677467
1175,0.780059387984748
1176,0.6263314033197697
1177,0.6772777291874466
1178,0.5030057918901596
1179,0.7091446742093613
1180,0.4912977525849079
1181,0.7429243888234184
1182,0.7442437749867322
1183,0.7387153729381152
1184,0.7016413484139034
1185,0.4574192002666151
1186,0.8085944564567619
1187,0.49392065837123217
1188,0.76741462178487
1189,0.8654188746464652
1190,0.8752817300976939
1191,0.8498819336932302
1192,0.7969515981981301
1193,0.7733723052494011
1194,0.6254434912851482
1195,0.817714366195788
1196,0.8624860699677687
1197,0.6730234221164806
1198,0.729912593349528
1199,0.5331283968966664
1200,0.6420058468758882
1201,0.5627867381921304
1202,0.6793748835693876
1203,0.7606099007245036
1204,0.41836826330378935
1205,0.42328146946702777
1206,0.380892819020173
1207,0.37896351064286615
1208,0.503254433581766
1209,0.44029093448843554
1210,0.7160301668444995
1211,0.3843028811792752
1212,0.5284565123193664
1213,0.5726982328734227
1214,0.6455410271988699
1215,0.524123929235737
1216,0.919304926252629
1217,0.9039292930170016
1218,0.5414480704957726
1219,0.5350066399947767
1220,0.6056813241362432
1221,0.5400939087161848
1222,0.6819406197395687
1223,0.6235492700942049
1224,0.6859732907677952
1225,0.6616069132241297
1226,0.7254461927209976
1227,0.7905869270983551
1228,0.5657105714106613
1229,0.5192898806176632
1230,0.8967160936333891
1231,0.8795589926005297
1232,0.3904897504089071
1233,0.6654344014047241
1234,0.567239640513857
1235,0.548570154563054
1236,0.49179873771298527
1237,0.6485728656938775
1238,0.6769476756620684
1239,0.6477749288413249
1240,0.6856207669129343
1241,0.5694357448090286
1242,0.6624082173649583
1243,0.6494099619618118
1244,0.5036434205508895
1245,0.6193596977521808
1246,0.556850365180344
1247,0.4724640435695659
1248,0.5339302942632523
1249,0.38211721106334307
1250,0.8081437629276856
1251,0.5487629388066362
1252,0.645440228959265
1253,0.5108401797196689
1254,0.5429949745341899
1255,0.31652124442636115
1256,0.7241729738402317
1257,0.49142616786667986
1258,0.8925567814898026
1259,0.8884191824376694
