epoch,loss,mse,psnr_metric,ssim_metric,val_loss,val_mse,val_psnr_metric,val_ssim_metric
0,0.103848968132222,0.103848934,11.707141,0.24948338,0.01668369211256504,0.016586415469646454,18.258087158203125,0.606625497341156
1,0.02693681152048686,0.026936812,16.480593,0.46568248,0.03502420708537102,0.03473468869924545,15.303679466247559,0.564426839351654
2,0.020772901449537445,0.020772899,17.607426,0.52771086,0.0388336256146431,0.04062733054161072,14.703727722167969,0.5690043568611145
3,0.018247335343390493,0.018247334,18.175467,0.5543889,0.02390335127711296,0.023742038756608963,16.74917984008789,0.586272120475769
4,0.016436193177991724,0.016436199,18.644941,0.5758639,0.016630033031105995,0.0166538804769516,18.483936309814453,0.5853506922721863
5,0.014926252305401977,0.014926253,19.062017,0.5953967,0.013966590166091919,0.014878115616738796,19.07536506652832,0.5849270224571228
6,0.013605824301798715,0.013605825,19.48656,0.6158877,0.0139680877327919,0.01396587211638689,19.47465705871582,0.6086556911468506
7,0.01255021648521119,0.012550218,19.857697,0.6388656,0.012459675781428814,0.012628264725208282,19.815757751464844,0.6274418830871582
8,0.011415609488831767,0.011415613,20.292341,0.6589873,0.012537396512925625,0.012587121687829494,19.800752639770508,0.6397711038589478
9,0.01059119380244338,0.010591192,20.625881,0.67446434,0.011820065788924694,0.011632394976913929,20.13679313659668,0.6403771042823792
10,0.00988030843172513,0.009880309,20.927517,0.6888435,0.010239711962640285,0.00995959434658289,20.79973602294922,0.6883970499038696
11,0.009193410925197263,0.009193411,21.23131,0.70234126,0.009245852008461952,0.009502777829766273,20.85538673400879,0.7058016061782837
12,0.00874548878996296,0.008745489,21.443766,0.7101925,0.009802838787436485,0.010247031226754189,20.744983673095703,0.6908764839172363
13,0.008663741155058568,0.008663741,21.46267,0.7133645,0.01221971120685339,0.012412981130182743,19.487831115722656,0.6903282999992371
14,0.008089644163979072,0.008089644,21.775307,0.72544324,0.008950199000537395,0.009032685309648514,21.131216049194336,0.7135385870933533
15,0.0076810516654811,0.007681052,22.007456,0.7346393,0.008959244005382061,0.009407687932252884,20.93516731262207,0.7090246677398682
16,0.007574149054072216,0.00757415,22.052433,0.7368104,0.00750920781865716,0.007649009581655264,21.726608276367188,0.7460677027702332
17,0.007149580700970288,0.0071495804,22.290857,0.74660444,0.009151976555585861,0.008756712079048157,21.323095321655273,0.7322447299957275
18,0.006898885239444092,0.006898885,22.428507,0.75150996,0.007495218887925148,0.0076139215379953384,21.77257537841797,0.7412237524986267
19,0.006578100713115212,0.0065781,22.647818,0.75770074,0.007348683662712574,0.007386009208858013,21.940906524658203,0.751253068447113
20,0.006326971040602694,0.0063269716,22.824541,0.7623529,0.008124706335365772,0.008384251035749912,21.24292755126953,0.7531697154045105
21,0.0064110537786168835,0.0064110532,22.719963,0.76428884,0.007800665684044361,0.00767050264403224,21.555456161499023,0.7587015628814697
22,0.0060021646274583985,0.006002165,23.043182,0.7713858,0.008439196273684502,0.008268853649497032,21.294084548950195,0.7662293910980225
23,0.0060278746689147985,0.006027876,23.010395,0.7746763,0.007238206919282675,0.00733419694006443,21.872879028320312,0.7575586438179016
24,0.005878753923804414,0.0058787535,23.118975,0.7784219,0.008984786458313465,0.008659567683935165,20.96234130859375,0.7453508973121643
25,0.005571956280618906,0.0055719563,23.380884,0.78216183,0.00855202879756689,0.007740064989775419,22.075634002685547,0.7484075427055359
26,0.005763533548286832,0.005763533,23.178255,0.781238,0.007487417198717594,0.00747399078682065,21.692081451416016,0.7760882377624512
27,0.005431106783026922,0.005431109,23.455467,0.7869495,0.006400345824658871,0.0065073007717728615,22.325077056884766,0.7859168648719788
28,0.005514454070135211,0.005514453,23.398031,0.7887419,0.006811322178691626,0.006624037399888039,22.251035690307617,0.791634738445282
29,0.005287953100913594,0.0052879523,23.572157,0.7913996,0.005772723350673914,0.0058646914549171925,22.88265609741211,0.7912920713424683
30,0.005115064713073538,0.0051150643,23.7231,0.79492116,0.005840464029461145,0.005796588025987148,22.900596618652344,0.7939347624778748
31,0.005324497373100925,0.005324497,23.521765,0.7951509,0.00606136117130518,0.005830022040754557,22.869203567504883,0.7896480560302734
32,0.005097076191124341,0.0050970763,23.722353,0.79895306,0.005410308949649334,0.005505594424903393,23.193666458129883,0.7973685264587402
