epoch,loss,mse,psnr_metric,ssim_metric,val_loss,val_mse,val_psnr_metric,val_ssim_metric
33,0.00499178008473617,0.004991779,23.84468,0.8005203,0.008873463608324528,0.008610106073319912,21.119436264038086,0.7973281741142273
34,0.004891945085494865,0.0048919455,23.899412,0.80390376,0.0055190217681229115,0.005258692428469658,23.372779846191406,0.8028275370597839
35,0.004886769785393848,0.0048867706,23.916636,0.8049696,0.00590725801885128,0.005769382230937481,23.248966217041016,0.786826491355896
36,0.0049932048431472155,0.004993205,23.812883,0.8038585,0.00475320452824235,0.0047761788591742516,23.993818283081055,0.8071188926696777
37,0.004999855599293472,0.004999856,23.852701,0.8020828,0.005192140582948923,0.005551752168685198,23.190874099731445,0.7934719324111938
38,0.0047807302193861485,0.004780731,24.03842,0.8081563,0.006915919948369265,0.00697062723338604,22.016437530517578,0.8033841252326965
39,0.004751423142639035,0.0047514243,24.055752,0.80946696,0.006214862689375877,0.006019508466124535,22.744796752929688,0.7932037711143494
40,0.004572398257144588,0.0045723976,24.240705,0.81407654,0.00865218322724104,0.008749504573643208,21.20844078063965,0.802339494228363
41,0.004671234360083621,0.004671236,24.119291,0.8146358,0.005737560801208019,0.00586437014862895,22.882421493530273,0.7958844900131226
42,0.004618238035179939,0.0046182387,24.199722,0.81666315,0.004764568991959095,0.004788196180015802,24.00181007385254,0.8105894327163696
43,0.004534313622003435,0.0045343135,24.2797,0.8175503,0.004516385495662689,0.004532571882009506,24.20212173461914,0.8177186846733093
44,0.004400321064477271,0.0044003217,24.39367,0.82077074,0.005921587347984314,0.006116265431046486,22.7188720703125,0.8217888474464417
45,0.004379141819828474,0.004379142,24.439507,0.8222264,0.004364490509033203,0.004505926743149757,24.258567810058594,0.8124111890792847
46,0.0045574631406562335,0.0045574647,24.233624,0.81959075,0.006210675463080406,0.006265249568969011,22.460132598876953,0.8178205490112305
47,0.004339064582059464,0.0043390645,24.469198,0.82342595,0.004341949708759785,0.004595680627971888,24.0250186920166,0.8234817981719971
48,0.004105476142363029,0.004105477,24.730934,0.82726544,0.004988858476281166,0.004814789164811373,23.807497024536133,0.8284410238265991
49,0.004364330620432259,0.0043643313,24.439735,0.82430315,0.005133868660777807,0.004974471405148506,23.589916229248047,0.8183863759040833
50,0.00423100511609504,0.004231005,24.583658,0.8265442,0.007510610390454531,0.007726916112005711,21.728160858154297,0.7983505725860596
51,0.004229037317361498,0.004229037,24.584631,0.82760674,0.004326436202973127,0.004633610602468252,24.087560653686523,0.8169395327568054
52,0.004023197161509318,0.0040231966,24.81711,0.82888037,0.047266919165849686,0.023021327331662178,22.181394577026367,0.780053436756134
53,0.00417405452268819,0.0041740546,24.654156,0.82878345,0.005263639148324728,0.005298770032823086,23.327171325683594,0.8167078495025635
54,0.004007554114366888,0.004007555,24.837708,0.83398455,0.004889288451522589,0.00509804068133235,23.585559844970703,0.8199595808982849
55,0.004165256815361427,0.0041652564,24.646471,0.8314311,0.00552435964345932,0.005805525928735733,22.898616790771484,0.8165287971496582
56,0.00398358786709818,0.003983589,24.854809,0.83488363,0.005396841559559107,0.005273378919810057,23.39266014099121,0.8302044868469238
57,0.003941774680378272,0.0039417753,24.93904,0.83602875,0.0038693940732628107,0.003944074269384146,24.81087875366211,0.837162971496582
58,0.0039077041099336764,0.0039077043,24.949968,0.836769,0.004107005428522825,0.004184090532362461,24.607711791992188,0.8374543190002441
59,0.00390839715593937,0.003908397,24.96309,0.8368811,0.006303733214735985,0.006061459891498089,22.71797752380371,0.8346582651138306
60,0.003910347837492401,0.003910348,24.942205,0.83792174,0.004183832556009293,0.0042930408380925655,24.40795135498047,0.828668475151062
61,0.0038653244346987907,0.0038653233,24.990097,0.83905596,0.004596004728227854,0.004608615301549435,24.313920974731445,0.8212081789970398
62,0.003785546150732231,0.0037855462,25.111708,0.84025645,0.004220433533191681,0.004208946600556374,24.41634178161621,0.8419079184532166
63,0.003728224055392417,0.0037282242,25.173044,0.8420718,0.0042550466023385525,0.004037621431052685,24.678070068359375,0.8398505449295044
64,0.003810456544425048,0.0038104563,25.066843,0.84174395,0.004278629086911678,0.004243931733071804,24.36231231689453,0.8372743129730225
