epoch,loss,mse,psnr_metric,ssim_metric,val_loss,val_mse,val_psnr_metric,val_ssim_metric
23,0.001963904655456324,0.0019639044,28.413267,0.9150484,0.0020109431352466345,0.0020986830350011587,28.278852462768555,0.9080179929733276
24,0.001871421915369437,0.0018714217,28.6698,0.9173873,0.002132014837116003,0.001978157088160515,28.67642593383789,0.9109121561050415
25,0.0018313706496401745,0.0018313706,28.760195,0.9194361,0.0021105059422552586,0.002184156561270356,28.024415969848633,0.9074890613555908
26,0.0018284020356505234,0.001828402,28.736917,0.9202035,0.002410449553281069,0.002239288529381156,27.944799423217773,0.9083617329597473
27,0.001796670924351715,0.0017966708,28.85045,0.92140746,0.0019396762363612652,0.0021895363461226225,27.99087905883789,0.9078120589256287
28,0.001778400643482147,0.0017784004,28.858423,0.92287564,0.0018549036467447877,0.0018594341818243265,28.793916702270508,0.9180617928504944
29,0.0017499441089218154,0.0017499435,28.951544,0.9237636,0.0021907263435423374,0.0021977690048515797,28.114822387695312,0.903946578502655
30,0.0017147144679363598,0.0017147143,29.03503,0.9251305,0.0019069953123107553,0.0018819672986865044,28.737245559692383,0.9203420281410217
31,0.0016839857829515548,0.0016839858,29.100182,0.92679566,0.0017616241239011288,0.0019094569142907858,28.769092559814453,0.9195960760116577
32,0.0016641985981122535,0.0016641989,29.165176,0.9275858,0.0018169580725952983,0.001795612508431077,28.84212875366211,0.9230449795722961
33,0.0016583198626690051,0.0016583195,29.163311,0.92815864,0.001960338093340397,0.002029057126492262,28.40074920654297,0.9175513386726379
34,0.0016861327848506763,0.0016861333,29.037142,0.9285809,0.0020208435598760843,0.0020036024507135153,28.478845596313477,0.9211059212684631
35,0.0016118789584759403,0.0016118787,29.249626,0.93051505,0.0018597252201288939,0.0017803104128688574,29.34429168701172,0.9215542078018188
36,0.0015544009949628483,0.0015544011,29.435108,0.93262106,0.0019651108887046576,0.0019394378177821636,28.480077743530273,0.9224535226821899
37,0.0014968772370861296,0.0014968773,29.645409,0.93374336,0.0017209119396284223,0.0017215375555679202,28.923948287963867,0.9308647513389587
38,0.0015148463576812954,0.0015148465,29.482277,0.934717,0.0017404424725100398,0.0017518490785732865,29.067615509033203,0.9264304041862488
39,0.0014849665759624365,0.0014849665,29.59877,0.9358602,0.0014761813217774034,0.001536256866529584,29.475875854492188,0.9331390261650085
40,0.0014679357950466083,0.0014679357,29.628593,0.9367071,0.0020102225244045258,0.0019277016399428248,28.04207992553711,0.9280915856361389
41,0.0014061787035590148,0.001406179,29.822752,0.9387482,0.0015757803339511156,0.0016328851925209165,29.49960708618164,0.931396484375
42,0.001408622007104842,0.0014086217,29.806923,0.9389571,0.0016735781682655215,0.0015747796278446913,29.454126358032227,0.9320220947265625
43,0.001416175511172589,0.0014161752,29.71493,0.9396068,0.001667137024924159,0.001714805024676025,28.925277709960938,0.930766761302948
44,0.001379527204313918,0.0013795273,29.895252,0.9405738,0.0017976106610149145,0.0017542095156386495,28.909080505371094,0.9267008900642395
45,0.0013513214982059949,0.0013513213,29.957329,0.9417905,0.0027702031657099724,0.002763376571238041,27.768798828125,0.9139493703842163
46,0.001354568633113933,0.001354569,29.938408,0.9415058,0.0014597919071093202,0.001488855923525989,29.638809204101562,0.9369552731513977
47,0.0012911993606180392,0.0012911994,30.175362,0.9438798,0.0012282519601285458,0.001392854261212051,29.982694625854492,0.93876713514328
48,0.0012721038519350044,0.0012721037,30.213215,0.9449172,0.0015292592579498887,0.0015373346395790577,29.365921020507812,0.9371394515037537
49,0.0013255780501126805,0.0013255781,29.980568,0.9441682,0.0018530056113377213,0.0016268374165520072,29.019102096557617,0.9347416758537292
