epoch,lr,train time
0,0.0010000000474974513,0:03:33.492207
1,0.0010000000474974513,0:03:21.371666
2,0.0010000000474974513,0:03:40.785389
3,0.0010000000474974513,0:03:34.398130
4,0.0010000000474974513,0:03:30.964018
5,0.0010000000474974513,0:03:32.455516
6,0.0010000000474974513,0:03:32.814289
7,0.0010000000474974513,0:03:29.602085
8,0.0010000000474974513,0:03:30.812805
9,0.0010000000474974513,0:03:25.817112
10,0.0010000000474974513,0:03:16.519395
11,0.0010000000474974513,0:03:22.399732
12,0.0010000000474974513,0:03:26.923891
13,0.0010000000474974513,0:03:27.629799
14,0.0010000000474974513,0:03:17.986702
15,0.0010000000474974513,0:03:28.772649
16,0.0010000000474974513,0:03:16.735642
17,0.0010000000474974513,0:03:14.577424
18,0.0010000000474974513,0:03:22.146387
19,0.0010000000474974513,0:03:15.963310
20,0.0010000000474974513,0:03:14.697232
21,0.0010000000474974513,0:03:14.535050
22,0.0010000000474974513,0:03:13.628415
23,0.0010000000474974513,0:03:21.550692
24,0.0010000000474974513,0:03:13.267865
25,0.0010000000474974513,0:03:17.840083
26,0.0010000000474974513,0:03:24.665886
27,0.0010000000474974513,0:03:18.886469
28,0.0010000000474974513,0:03:14.651060
29,0.0010000000474974513,0:03:14.847912
30,0.0010000000474974513,0:03:13.146036
31,0.0010000000474974513,0:03:19.504133
32,0.0010000000474974513,0:03:16.405533
33,0.0010000000474974513,0:03:12.268693
34,0.0010000000474974513,0:03:11.596768
35,0.0010000000474974513,0:03:12.869235
36,0.0010000000474974513,0:03:11.504921
37,0.0010000000474974513,0:03:14.746355
38,0.0010000000474974513,0:03:12.543998
39,0.0010000000474974513,0:03:13.283177
40,0.0010000000474974513,0:03:12.018602
41,0.0010000000474974513,0:03:13.096119
42,0.0010000000474974513,0:03:13.589530
43,0.0010000000474974513,0:03:11.777031
44,0.0010000000474974513,0:03:12.212837
45,0.0010000000474974513,0:03:22.727435
46,0.0010000000474974513,0:03:14.016431
47,0.0010000000474974513,0:03:15.809249
48,0.0010000000474974513,0:03:12.712339
49,0.0010000000474974513,0:03:13.091122
