epoch,loss,mse,psnr_metric,ssim_metric,val_loss,val_mse,val_psnr_metric,val_ssim_metric
0,0.01630588074422572,0.016305882,18.695545,0.48068273,0.03288239985704422,0.033778116106987,15.222914695739746,0.33955898880958557
1,0.009789824585838259,0.009789823,20.71009,0.6106911,0.023310689255595207,0.024663478136062622,16.570846557617188,0.4213172197341919
2,0.00862836084243926,0.008628363,21.300097,0.65091455,0.015793025493621826,0.016317469999194145,18.43160629272461,0.5340084433555603
3,0.007654969191779036,0.0076549673,21.848396,0.6866813,0.011627362109720707,0.011462264694273472,20.05328941345215,0.613361656665802
4,0.006904583755295631,0.006904584,22.326508,0.7146805,0.008459596894681454,0.008548022247850895,21.326139450073242,0.6698215007781982
5,0.006366646652348524,0.006366648,22.702969,0.7343014,0.007037770468741655,0.007028922904282808,22.190488815307617,0.7147142291069031
6,0.0059633140937109625,0.0059633143,23.00437,0.7489365,0.006044359877705574,0.006085969973355532,22.837203979492188,0.7374448180198669
7,0.005691346400686778,0.0056913476,23.225857,0.759171,0.0057937814854085445,0.005736771039664745,23.134794235229492,0.7540379762649536
8,0.005374791512404345,0.005374791,23.489332,0.7705034,0.005289975553750992,0.005498297978192568,23.33154296875,0.7697814106941223
9,0.005143677958187239,0.0051436764,23.68858,0.7789845,0.005202722270041704,0.005280596669763327,23.483936309814453,0.7729303240776062
10,0.004945629268638359,0.0049456293,23.867365,0.78603166,0.0052383458241820335,0.005006984807550907,23.84225082397461,0.7801645398139954
11,0.004729786060350247,0.004729786,24.072935,0.7939185,0.0049272929318249226,0.004773428197950125,24.02353286743164,0.7964276671409607
12,0.004556218804868539,0.004556219,24.25978,0.8021427,0.004594591911882162,0.004676025826483965,24.0813045501709,0.8017585873603821
13,0.004455317635366247,0.0044553187,24.365402,0.8049053,0.004246386233717203,0.0044851661659777164,24.288049697875977,0.8035047054290771
14,0.004288748126045978,0.004288746,24.54302,0.8116709,0.0041493019089102745,0.004353654570877552,24.424392700195312,0.8081946969032288
15,0.004197315320618881,0.004197315,24.635721,0.81457496,0.004077527206391096,0.004295282065868378,24.46806526184082,0.8101010918617249
16,0.0040946302258155565,0.0040946305,24.75363,0.8184756,0.004013389348983765,0.004244254436343908,24.552440643310547,0.814987301826477
17,0.00395964463972602,0.0039596446,24.920033,0.8240468,0.0037255771458148956,0.0038917302154004574,25.009422302246094,0.8249955773353577
18,0.003916226954715065,0.0039162273,24.964493,0.82519776,0.00386752188205719,0.004029084928333759,24.817604064941406,0.8199288249015808
19,0.003797548203459702,0.0037975477,25.106192,0.8306033,0.004078551195561886,0.00395291717723012,24.89522361755371,0.8231031894683838
20,0.003727782319476905,0.0037277816,25.197634,0.8336157,0.0038821690250188112,0.0037852434907108545,25.085800170898438,0.8303611874580383
21,0.0036340180037866448,0.0036340181,25.324667,0.83670205,0.003671877318993211,0.0036591263487935066,25.290678024291992,0.831635057926178
22,0.003568348101501869,0.0035683482,25.40518,0.83980334,0.003867141203954816,0.0036448612809181213,25.327238082885742,0.8338070511817932
23,0.0035111409003946406,0.0035111413,25.474564,0.8426359,0.0036761430092155933,0.0037164923269301653,25.20809555053711,0.8366332054138184
24,0.0034543371120513964,0.003454338,25.548023,0.84422344,0.003232379676774144,0.003437827806919813,25.56019401550293,0.8437622785568237
25,0.003417801327449231,0.0034178016,25.598352,0.8456307,0.0036811032332479954,0.0036288993433117867,25.192899703979492,0.8343055844306946
26,0.0033730420895875237,0.0033730427,25.668007,0.84807336,0.0033080175053328276,0.0034580479841679335,25.56000518798828,0.8464499711990356
27,0.003306017178380169,0.0033060156,25.767496,0.8508876,0.00334819033741951,0.0032938963267952204,25.835620880126953,0.8513948321342468
28,0.0032492666293612933,0.0032492667,25.854261,0.8537436,0.0030622195918112993,0.003261437639594078,25.850915908813477,0.8518141508102417
29,0.0032102186925524524,0.0032102182,25.892603,0.8554822,0.003155341139063239,0.0031501606572419405,25.9564151763916,0.856133222579956
30,0.003432970517095319,0.0034329717,25.610056,0.8488364,0.003245668951421976,0.0032890422735363245,25.831687927246094,0.8538169860839844
31,0.0031750744487650975,0.003175074,25.928633,0.85853153,0.003461092710494995,0.003393095452338457,25.659425735473633,0.8526243567466736
32,0.0031234767410974456,0.003123477,26.00402,0.8610453,0.003242968348786235,0.003277396783232689,25.789669036865234,0.8534015417098999
33,0.0031000904064572786,0.0031000914,26.035582,0.8620365,0.003146424889564514,0.0030587022192776203,26.20867347717285,0.8601117730140686
34,0.003051758185907636,0.0030517573,26.11834,0.86551696,0.0031718378886580467,0.0031933316495269537,25.979034423828125,0.863415002822876
35,0.002976826211999891,0.0029768262,26.231625,0.8679367,0.0030328852590173483,0.0029947026632726192,26.271499633789062,0.8660169839859009
36,0.0029685130180299,0.002968513,26.243393,0.86909896,0.0028181991074234247,0.0029010057915002108,26.377700805664062,0.8673620223999023
37,0.002906944483017795,0.0029069455,26.32623,0.87220085,0.003150811418890953,0.0030909047927707434,26.108633041381836,0.8699831962585449
38,0.002847264301172405,0.0028472638,26.431416,0.87518805,0.0028156209737062454,0.0027480239514261484,26.68532943725586,0.8735981583595276
39,0.0028602403241543557,0.0028602409,26.399868,0.87566257,0.0032459665089845657,0.003127108095213771,26.035903930664062,0.8701903223991394
40,0.0027989050514012014,0.0027989047,26.525475,0.87755686,0.003452724777162075,0.0030099416617304087,26.34734535217285,0.8684810400009155
41,0.0027465607755694467,0.0027465597,26.600443,0.8795482,0.0028863290790468454,0.0029040498193353415,26.45686912536621,0.874226987361908
